"ポートフォリオ一覧",
"一括表示",
"PTS株価非表示",
"総件数：14件",
"選択範囲：1-14件",
"ページ：1",
"株式（現物/特定預り）",
"銘柄（コード）","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"7213 レシップＨＤ","----/--/--",1100,440,666,-4,-0.60,+248600,+51.36,732600,
"7552 ハピネット","2026/07/06",100,3005,4075,+15,+0.37,+107000,+35.61,407500,
"8137 サンワテクノス","2026/07/06",100,3865,4640,+20,+0.43,+77500,+20.05,464000,
"6333 ＴＥＩＫＯＫＵ","----/--/--",200,3178,3510,-50,-1.40,+66400,+10.45,702000,
"7203 トヨタ自","----/--/--",300,2882,3025,-9,-0.30,+42900,+4.96,907500,
"4169 エネチェンジ","2026/09/15",2600,248,254,-5,-1.93,+15600,+2.42,660400,
"6902 デンソー","----/--/--",400,1936,1915,-25.5,-1.31,-8400,-1.08,766000,
"5802 住友電工","----/--/--",400,2366,2080.5,+28,+1.36,-114200,-12.07,832200,
"5713 住友鉱","2026/03/04",100,11190,9610,+282,+3.02,-158000,-14.12,961000,
"株式(現物/特定預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
6433200,+277400,+4.51,+2600,+0.04,
"株式（現物/NISA預り（成長投資枠））",
"銘柄（コード）","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"9502 中部電力","2026/01/15",300,2185,2913,-52.5,-1.77,+218400,+33.32,873900,
"8316 三井住友","2026/01/13",100,5358,6830,-48,-0.70,+147200,+27.47,683000,
"4169 エネチェンジ","2026/06/25",600,167,254,-5,-1.93,+52200,+52.10,152400,
"8830 住友不","2026/02/24",100,5009,3186,-67,-2.06,-182300,-36.39,318600,
"株式(現物/NISA預り(成長投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
2027900,+235500,+13.14,-30250,-1.47,
"投資信託（金額/NISA預り（つみたて投資枠））",
"ファンド名","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ｅＭＡＸＩＳ　Ｓｌｉｍ　全世界株式（オール・カントリー）","----/--/--",385604,33714,37532,+371,+1.00,+147223.6,+11.32,1447248.93,
"投資信託(金額/NISA預り(つみたて投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
1447248.93,+147223.6,+11.32,+14305.91,+1.00,
"総合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
9908348.93,+660123.6,+7.14,-13344.09,-0.13
